"contig_name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Strain"
"k141_131607_length_26164_cov_74.5333","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter huaxiensis",NA
"k141_20385_length_24999_cov_33.2749","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter asburiae",NA
"k141_112631_length_24731_cov_21.2668","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_74025_length_23961_cov_70.7753","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter huaxiensis",NA
"k141_76177_length_21769_cov_45.4706","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter huaxiensis",NA
"k141_37598_length_20850_cov_80.5097","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter huaxiensis",NA
"k141_149636_length_20561_cov_25.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_152226_length_19212_cov_81.8278","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter huaxiensis",NA
"k141_112013_length_18235_cov_68.1643","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter huaxiensis",NA
"k141_108000_length_17852_cov_14.6567","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_45082_length_13263_cov_13.1612","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_777_length_12864_cov_17.9741","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_75877_length_11892_cov_20.8137","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_4360_length_11223_cov_59.7891","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter huaxiensis",NA
"k141_132932_length_10544_cov_24.8539","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_118902_length_10211_cov_37.9756","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_34966_length_9439_cov_9.9981","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_28926_length_9365_cov_125.6969","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_130027_length_8953_cov_27.9018","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_63588_length_7995_cov_25.8471","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_61898_length_7968_cov_65.0078","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_158162_length_7595_cov_56.1688","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter huaxiensis",NA
"k141_98498_length_7035_cov_10.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","uncultured Pseudomonas sp.",NA
"k141_176023_length_6996_cov_12.4814","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA
"k141_76435_length_6894_cov_7.0000","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA,NA
"k141_114272_length_6737_cov_16.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_152006_length_6634_cov_56.9421","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_155554_length_6209_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_61723_length_6019_cov_5.7822","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_56462_length_5910_cov_5.2324","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_173752_length_5309_cov_8.0000","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Paracidovorax","Paracidovorax wautersii",NA
"k141_130055_length_4733_cov_29.8798","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_76678_length_4718_cov_14.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas",NA,NA
"k141_60107_length_4650_cov_5.5733","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_89047_length_4174_cov_38.1679","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_19549_length_4165_cov_29.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_63938_length_4035_cov_22.8757","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA,NA
"k141_107386_length_3868_cov_13.6107","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","Stenotrophomonas muris",NA
"k141_29881_length_3592_cov_179.9583","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_25620_length_3570_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_47035_length_3479_cov_3.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_117592_length_3253_cov_24.6777","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_137021_length_2946_cov_5.9376","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,NA
"k141_186998_length_2864_cov_20.3643","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter asburiae",NA
"k141_18091_length_2480_cov_14.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas",NA,NA
"k141_108122_length_2469_cov_13.2577","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",NA
"k141_44410_length_2293_cov_23.3039","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_125386_length_2219_cov_143.5934","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_104981_length_2204_cov_11.8827","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","Stenotrophomonas muris",NA
"k141_79572_length_2110_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","Stenotrophomonas sp. PAMC25021",NA
"k141_39804_length_1950_cov_495.3289","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_190256_length_1866_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas mosselii",NA
"k141_190648_length_1732_cov_17.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter vonholyi",NA
"k141_121060_length_1692_cov_19.2824","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_19389_length_1306_cov_37.9682","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA,NA
"k141_114954_length_1292_cov_52.6968","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter asburiae",NA
"k141_27092_length_1131_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","uncultured Stenotrophomonas sp.",NA
"k141_135070_length_442028_cov_93.6822","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA
"k141_135923_length_275761_cov_171.2130","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_113918_length_271985_cov_104.3419","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","uncultured Chryseobacterium sp.",NA
"k141_35681_length_267976_cov_37.4089","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_10056_length_256020_cov_164.3525","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_38331_length_247174_cov_39.9074","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_169443_length_160241_cov_146.4580","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_90993_length_135025_cov_50.0176","Bacteria","Bacillota","Bacilli","Bacillales",NA,"Exiguobacterium","uncultured Exiguobacterium sp.",NA
"k141_166388_length_98545_cov_28.0123","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","uncultured Pseudomonas sp.",NA
"k141_36310_length_40493_cov_61.3548","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_25924_length_39884_cov_18.0577","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea ananatis",NA
"k141_24331_length_37868_cov_21.1367","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_152907_length_36088_cov_18.0000","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","uncultured Chryseobacterium sp.",NA
"k141_19040_length_25203_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_57407_length_25193_cov_29.2439","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","uncultured Pseudomonas sp.",NA
"k141_69337_length_21488_cov_18.3367","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_52813_length_18872_cov_65.0393","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea ananatis",NA
"k141_118055_length_16670_cov_8.5812","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_94610_length_13489_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_18401_length_13094_cov_137.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_136475_length_4686_cov_5.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_143535_length_2727_cov_5.0000","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium","Agrobacterium cavarae",NA
"k141_109076_length_2689_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_15469_length_2085_cov_4.0000","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Paracidovorax","Paracidovorax wautersii",NA
"k141_279183_length_67087_cov_34.8052","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pseudacidovorax","uncultured Pseudacidovorax sp.",NA
"k141_230141_length_54023_cov_68.9710","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA
"k141_734764_length_32839_cov_23.0000","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax sp. PRC11",NA
"k141_710506_length_5940_cov_9.0000","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","uncultured Chryseobacterium sp.",NA
"k141_504397_length_4716_cov_6.0000","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,NA
"k141_668372_length_1119_cov_8.0000","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium frigidaeris",NA
"k141_75862_length_771487_cov_23.2557","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_60100_length_306390_cov_24.1058","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_97755_length_117770_cov_19.9214","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","uncultured Pluralibacter sp.",NA
"k141_142661_length_114613_cov_23.0079","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","uncultured Pluralibacter sp.",NA
"k141_135284_length_99184_cov_13.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_68481_length_89582_cov_18.0042","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_93109_length_76191_cov_14.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","uncultured Pluralibacter sp.",NA
"k141_120098_length_65419_cov_12.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","Pluralibacter gergoviae",NA
"k141_963_length_58860_cov_11.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","uncultured Pluralibacter sp.",NA
"k141_90381_length_39751_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","uncultured Pluralibacter sp.",NA
"k141_184812_length_30987_cov_12.9844","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","uncultured Pluralibacter sp.",NA
"k141_166167_length_22558_cov_71.8064","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia","Delftia tsuruhatensis",NA
"k141_163731_length_15899_cov_14.0000","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","uncultured Acidovorax sp.",NA
"k141_45405_length_11098_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","uncultured Pluralibacter sp.",NA
"k141_21145_length_10652_cov_9.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","uncultured Pluralibacter sp.",NA
"k141_210784_length_7071_cov_8.0000","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus pauculus",NA
"k141_687_length_5380_cov_6.0000","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus pauculus",NA
"k141_2592_length_5047_cov_6.1101","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_115699_length_4917_cov_8.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales",NA,NA,NA,NA
"k141_105020_length_4446_cov_5.7220","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_176506_length_4258_cov_7.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_99551_length_4117_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_205197_length_2338_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_16704_length_99619_cov_32.5712","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_3158_length_59035_cov_872.6134","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_10412_length_58203_cov_468.2538","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_2373_length_55210_cov_599.7667","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_4936_length_49599_cov_1173.8947","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_9749_length_43283_cov_507.2197","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_4289_length_39972_cov_553.4082","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_8524_length_33574_cov_358.0981","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_15241_length_25025_cov_328.4607","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_17263_length_23681_cov_533.3328","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_7390_length_17338_cov_723.5996","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_4744_length_16833_cov_1056.7081","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_11587_length_13307_cov_21.9266","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_1238_length_9992_cov_619.1759","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_11728_length_9169_cov_800.5543","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_9431_length_9156_cov_1234.4957","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_6008_length_8861_cov_654.6333","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_12358_length_8856_cov_457.1333","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_9382_length_8616_cov_682.6258","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_2273_length_8573_cov_458.2144","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_11825_length_7628_cov_844.5445","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_6782_length_6978_cov_707.2187","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_7169_length_4285_cov_422.8422","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_16009_length_4279_cov_753.8942","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_11605_length_3510_cov_404.7314","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter nosocomialis",NA
"k141_8720_length_2870_cov_10.0000","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA,NA
"k141_91596_length_1072573_cov_803.9975","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","uncultured Stenotrophomonas sp.",NA
"k141_74389_length_685410_cov_1017.3586","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","uncultured Stenotrophomonas sp.",NA
"k141_73247_length_387084_cov_705.0198","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","uncultured Stenotrophomonas sp.",NA
"k141_197489_length_62963_cov_40.4920","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_208397_length_57716_cov_39.1948","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_21269_length_49098_cov_35.9329","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_171095_length_33671_cov_15.7841","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_124459_length_28440_cov_99.6792","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea ananatis",NA
"k141_167834_length_14546_cov_21.0072","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_163710_length_12231_cov_44.8084","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_152205_length_12196_cov_21.0438","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_182831_length_9992_cov_33.0114","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_42599_length_9631_cov_106.4926","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",NA,NA
"k141_250487_length_9075_cov_33.9084","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_173538_length_8897_cov_39.1151","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_178797_length_8892_cov_21.8988","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_3663_length_8819_cov_6.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"k141_137698_length_8641_cov_20.9502","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_13514_length_8157_cov_16.6413","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax sp. PRC11",NA
"k141_36339_length_8100_cov_21.9921","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_29470_length_8086_cov_32.9444","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_115045_length_7624_cov_39.1518","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_219973_length_6717_cov_39.4600","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_242138_length_6480_cov_16.0328","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Paracidovorax","Paracidovorax wautersii",NA
"k141_130018_length_6285_cov_20.9801","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_235318_length_6219_cov_172.0283","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,NA
"k141_100455_length_6095_cov_45.8754","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_188163_length_4880_cov_43.0534","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_1179_length_4285_cov_15.9790","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_118434_length_4064_cov_21.9444","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter",NA,NA
"k141_195141_length_1477_cov_3.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter bereziniae",NA
"k141_90420_length_1009_cov_188.0000","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","uncultured Pseudomonas sp.",NA
"k141_153087_length_654202_cov_48.0004","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_33571_length_499516_cov_103.0261","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_53634_length_480596_cov_75.0199","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_112601_length_464617_cov_65.0010","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_110496_length_446729_cov_81.1370","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",NA,NA
"k141_13840_length_401646_cov_44.4561","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
